Voltage,Current,Power Factor,Power,Frequency,Label
227.49080237694724,12.299983109899703,0.8597824082408834,2405.7855524412607,50.24155520311759,0.0
239.0142861281983,6.845119955987116,0.8189635550324117,1339.8910885930443,50.38110187509632,0.0
161.41428718955288,8.46639694369886,0.8252718449944433,3260.8532007086515,48.70709894401992,1.0
231.97316968394074,11.632806368578184,0.8361342256361843,2256.3073430142863,49.78917873167341,0.0
234.14809725128396,9.8208934452448,0.8407306668729897,1275.8863044782745,51.071388077294934,1.0
223.11989040672404,12.385710386348938,0.8484523618421088,2344.6966969233977,50.196948258364394,0.0
226.27789750114488,14.612079012228596,0.851092005792699,4893.431948350745,49.85315563391679,1.0
237.3235229154987,6.1654668771519745,0.8911432690975072,1303.930027678699,49.986494130977256,0.0
237.60206347731818,12.095677163980609,0.9019146381652082,1852.4413576064446,50.30323759393236,1.0
234.1614515559209,7.303441556321145,0.8617758416252712,1473.795666296211,50.375455687498906,0.0
220.41168988591605,9.144767274075694,0.9814592839841456,1978.2426889796957,50.28102044750741,0.0
154.3322794484763,5.328627257951398,0.910627944667791,744.7988802585226,48.7147864356683,1.0
129.35797683744852,6.359073822926989,0.9574953856066813,2212.934305532924,49.32237197091245,1.0
224.24678221356552,8.197772890488997,0.9848475664841687,1810.4691069097855,50.04213209363889,0.0
211.3738588538904,8.41985805287985,0.8326270229151611,1570.2230006822558,50.698865597497914,1.0
223.66809019706866,13.995852164620958,0.885574896743127,2772.2262604805774,49.897795838737736,0.0
172.68308755609084,12.41812909266515,0.8866420803429218,3366.8133042921727,49.66854348295492,1.0
230.49512863264476,14.72182968187041,0.8708944500876709,2955.2148692710853,49.554503504237836,0.0
274.7894662908077,10.990715103352406,0.801781173310328,1508.4914585751958,51.096387986135746,1.0
225.82458280396085,7.41713732091318,0.963194421555619,1613.323629924801,49.7621816903896,0.0
232.2370578944476,8.276550299216428,0.8223118643107806,1580.583471162868,49.58461838523476,0.0
222.78987721304082,8.198359232919671,0.9990961195843517,1824.8604989248074,49.964887158002966,0.0
225.84289297070436,8.264943276632515,0.9545916983822363,1781.8205312381285,49.67136869107057,0.0
